id,name,description,component_set_id,key
130:2699,google-drive-check,,,a4f0ab87fb14674f40521fac4993d7c94e4ac8d6
130:2702,google-drive-warning,,,cc4b63415dfe6e86370b5585777dcc911d90e338
130:2706,google-one,,,1a9085c33335cc60bf7b904437f1828e0ce8c71a
130:2710,settings-cloud,,,5a86e452aaaca97c4de554b897b3f9670c15c154
130:2717,bubble-star,,,8c21229a9fb6fff7db67b3144fcd43a3585a3f63
130:2720,chat-bubble,,,ea73df2675c6c750353336645664e1c5e19f7aec
130:2725,bubble-outcome,,,46d974393eefda81e56c50dd6ec02f8907fd98dd
130:2728,bubble-income,,,5ab1f8846d4c810ce2960d910d93a9e0c0859465
130:2731,bubble-download,,,4ad0b4f2dee4f15c4d0906b48c2106884785e6a2
130:2734,bubble-upload,,,8bf764837e923bea189a000a11a184a65cff7e0f
130:2737,bubble-search,,,4d2436ea4f97d4cd79d364343a5dc7bab13638d0
130:2741,chat-add,,,73e573f5626ce89d2248d6876ebc294c2de1a88a
130:2744,chat-remove,,,3492a3e241ca0b9d4ec2ea2117c5bc38ad98b9e7
130:2747,bubble-error,,,aeb8111d3f23b9be0af3a2766b282899defee9a5
130:2750,bubble-warning,,,d18621e1db217e7fa3a64e9116e2043e7964db18
130:2754,chat-lines,,,a97f163e6954527287c3c1a891f6336ea0bef3e4
130:2759,chat-bubble-error,,,42a1bb6a435b4f6790f2743082ec338316f17171
130:2762,chat-bubble-question,,,1c2af95c74d667eec46cc1b409fc8afb27d50641
130:2766,chat-bubble-check,,,a79f89da8842fda93afec57975d28863f02bed70
130:2769,chat-bubble-warning,,,e503ea61057e9d5adce050ff03fea03c47e5edb4
130:2773,phone-outcome,,,dda68441f1f158e4f64532c9b442c1f35d4e1bd6
130:2776,phone-income,,,e31ed88219fae5c53e2cf8fc505fb0d0a6ba4b5d
130:2779,phone-add,,,8983cb632530d9e414b48cc8f68e891774b2e06f
130:2782,phone-remove,,,b2c190dae447d7226bbcd07510f3c948071bc4d5
130:2785,phone-delete,,,2c749692d4f289e4638b40980bf62b9784baba8c
130:2788,phone-paused,,,bbfea9e41f53c5cd4d97897a3dcd580a66a2f5ac
130:2794,chat-bubble-check,,,af778813b7b574aeaaef93b660c398756a603327
130:2798,chat-bubble-translate,,,b3913b2ad9045e836d3e990a2b01fe5373909a21
130:2801,chat-bubble-empty,,,35a1f0d7053c99a4d15e189736b6473b22862ec2
130:2803,phone-disabled,,,0f32444cde4aae3ac51efcbab054aee9195522c3
130:2806,message-text,,,b122d1a99aec3f6da4bd70561328fb59254537a0
130:2810,message-alert,,,3b15f619c5154fffcc04f3cbe3d73b9772cdc2b0
130:2814,message,,,9c3227a253a89912f11c2957fdbe0b2747a064f8
130:2819,mail,,,027d981ab992ce068af64a82c75f38558f952e18
130:2822,bell,,,ced9e00d384b6d499cfa70d070b9594ec3f248be
130:2825,bell-off,,,b970ff40d23c8e50e1a50a2f102d6cb62a71bd86
130:2830,multi-bubble,,,ebbdecc8db12d56af44579aea6ac89ea40d1de78
130:2833,headset-help,,,fd42d80e3a75d8543ee58427455f18bd369f3336
130:2840,bell-notification,,,d47357eae244eddb5cd8df1db850f72ac2adcab6
130:2844,app-notification,,,3af68639d07f1883374b7f7375c6b6fa67b30be4
130:2847,facetime,,,4983e9f75a5b0c4d1299a90cf12d57c977a0c1fb
130:2851,quote-message,,,689bcbdee1f3e11318b80e766af13cee361065f2
130:2855,quote,,,924ed40fcd8dfabb40ed8159028c47f1a523726e
130:2858,www,,,64f46374ca6a2e7dd2134fc011d5f24a62c210e9
130:2868,globe,,,a8ccd58c9856a6e91d9bcf7eed6ce1875f07c42e
130:2874,internet,,,9f0a5562faf88af7a502ac0f16aef8951a4beaf7
130:2881,podcast,,,98784c3e4216451836ef455933408fc8ff041f44
130:2887,arrow-email-forward,,,b1d1c93e10b43b92ac84dd843f607127fbeaa658
130:2889,reply-to-message,,,592770c770857313d6d47664efa19fed2e08a020
130:2893,forward-message,,,9a3d61989def3beaa452d7cde03c534c5a280ce4
130:2898,mail-in,,,0e4738f763fe39ce7d8a080eee3bbdf2fe386ee5
130:2902,mail-out,,,789bb439f3be3842efe42db6567dba3054099c98
130:2906,send-mail,,,1b4aa27572f738c56f29aa1d08c0fbb74ce42a9c
130:2911,send,,,9fa00c8feeedf5bacde7f580858392ff4bae33c6
130:2914,send-diagonal,,,d331e04dc251785bc6e4ecb23944bd16c390564e
130:2917,reply,,,975adf9702533e08772183da4c9a3942d7136b7c
130:2919,at-sign,,,0cfb6e6484503bd4471b784fed605b9fce1e88d8
130:2923,at-sign-circle,,,3a8f5180d25e9081eaa9a0d8d37afbb7460dca34
130:2928,time-zone,,,d782645bf76a341b7982cbbd52f6421d0eee9eb2
130:2940,wifi,,,5b8776c45fa2c9f0591f49dbb2af2bf85db590bb
130:2945,wifi-off,,,29f9766fa3f9152863c1836cfd2ad3c4f269ffca
130:2951,network,,,3c25df1e0cfca13f1767c523b0cc6da9d7e8287d
130:2957,network-alt,,,f71f25bb710ae18392bc457cd99288739d3c2863
130:2963,network-right,,,135f0b76fc8e733bc5aa260e6b3564743b77d460
130:2969,network-left,,,760f6db9285afbc8665ca5f8b4b7923152ec6aa1
130:2975,data-transfer-both,,,0fae1316e611588ff87abf92a860ae17d953f055
130:2978,data-transfer-up,,,1b11db82f3884035c2d7d01502ab50adff3019b5
130:2983,data-transfer-down,,,ad4ed4b7e2787b11ae359a39b0b0cd50dfe32fea
130:2988,data-transfer-warning,,,b6084ee12a539f6a6653fa63d520c8ec829ac1ca
130:2995,data-transfer-check,,,6b8f291051dfcdd55019df6c885a12c6f45d52bb
130:2999,antenna,,,190c4e4ce1a9e0c0cc7c3b881f2c4ce52852a6e2
130:3005,antenna-off,,,ea695ce084ec315ac1959902f251ebe895ff71d0
130:3010,bluetooth,,,ab211b576f0641ad328cda2e68a58841ec30d594
130:3012,wifi-signal-none,,,19bf8e256601bcd52997e18d3bada382a0856661
130:3014,wifi-issue,,,fe40cd1d61b103f4fbc97c007d1a2bec0134b698
130:3018,airplay,,,78a709c03f88db3554f155846abe95bc4fcd30b4
130:3021,server-connection,,,105d9be85615a041f21ef1ee94033f4748287801
130:3025,antenna-signal,,,7ba90a3879b9ea375e15c4c5105c1bab5483d009
130:3031,server,,,c0420b8488c2ed37dc9ad9822a7021a525c795fb
130:3036,usb,,,e644075b4780c3eebdd345d12ad5d8b64542da27
130:3044,plug-type-a,,,e0b31d8c350a170a5fd286a65d483af09da53b32
130:3048,plug-type-g,,,8d8fed01298598dab69212a2c84056329248eb44
130:3053,plug-type-c,,,963bda20609c343c138a5af8d92084e284dab95d
130:3058,plug-type-l,,,9e07ba656baa16e1526f48b1d7681ad65b811fc3
130:3064,bluetooth-tag,,,5fbddda2f2f84d7280662c5020e4a18c42fce371
130:3067,antenna-signal-tag,,,472f26ea78b286153cbfbd2e687bfc420437b7c2
130:3074,wifi-tag,,,8eda201bc42f0af71c61ed2ed5b76b9158e1cfb3
130:3079,cable-tag,,,4651c3f1b8816c8dbd0679b6766a75e038204658
130:3082,private-wifi,,,5c9f16308da242fa4cf9a35cf52e5755002d2679
130:3088,wifi-error,,,f9df2749b6804642b7cc2eab9fa32f69ffdd5cac
130:3098,db,,,5812138c8f2f18b59d28636a1d086d1aacd8ac28
130:3102,db-check,,,9879715691368bec4e09fe368dd70de5c7c65af9
130:3107,db-error,,,5c6c03ad946a8ecef98b909a23b184bcf6ff0067
130:3112,db-warning,,,708a1ef0e0c8176a936e73c0970cd2ac2bfcefbd
130:3118,db-search,,,c3c301a71a9ab31f30bfc75c2bba8721f3964467
130:3124,database-star,,,54a9cae2a86f7667c37f56c2b8075edb84f5d7d3
130:3129,database-script,,,d678500d77cc6dda92dc87b62e0ca12e9cb0dd9b
130:3132,add-database-script,,,f8dfc1cf01e7c233bd08a1b0c57a7ead01d912e2
130:3136,remove-database-script,,,99e441e48929a768d755f524a618f091887f6cc3
130:3140,database-settings,,,e38c632b1e8a0faf185ca610faed0cdb8d6e1ac4
130:3146,database-tag,,,dda3ca52bfd8be6c6e4489492e080f116a8360d4
130:3150,database-restore,,,cec88aa08ff0f5796fac93eb96273522f56dcd2d
130:3156,database-export,,,f98ede025405fd12fe975f48c388a8d407d63ace
130:3161,database-backup,,,3ccec7854975c0d75dd685f4f05d6d65babed5e5
130:3170,database-stats,,,2f8ab42c38d99a710e5fc8c7f018f77cf261cb6d
130:3177,database-monitor,,,73c815ffa2a2a3e20ead2d0ebd332d04628dec13
130:3712,empty-page,,,104828e4eb8ef9547bbaf88a70021002d09cb536
130:3715,page,,,333974442780efaafb74cd8b0392b0efcf422e82
130:3721,journal-page,,,715484a41050da73dcbc093f081ca7cdcf896130
130:3729,remove-page,,,ef085e8d78d3e782ede2effdab61a3917cbbc1a5
130:3733,add-page,,,9cd2fa449c870faf08bdbc9275c2e22b3639a612
130:3737,doc-search,,,a82ab88234f0619fa18234bba0fcc0b17305c773
130:3742,page-search,,,b81a7bba1b936c53ca080ceca48171165a1c772c
130:3748,doc-search-alt,,,140b9ec653740930ef6b6d3a64afd8a01d4cac88
130:3753,doc-star-alt,,,34edcd5b5703323de753cf38173f03b9c1b1740b
130:3757,doc-star,,,c02e53dfe16389c640818694a7d777aa372f1ad6
130:3761,page-star,,,b58f971b0c0d612a83b6d462b64a1d4133b3900c
130:3766,multiple-pages-empty,,,7de948c1b1b94a8f8a4a2782725ca40229036406
130:3771,attachment,,,65580dfe9cc768db32ef9a9908f2d2763869964f
130:3773,archive,,,8ecf6599a439550b607903d1dd26d0b9fd57ed5a
130:3778,folder,,,f9f20fc2ff072ee8ffe02c0d94360bf18c4e7f0a
130:3780,folder-alert,,,abab5aa31281acb3c6bc0f6376c2b4388992ce58
130:3785,add-folder,,,1cd0ed36a22e120680a9414d3f2f1d8258807c8a
130:3789,remove-folder,,,5d76339b6000ca4c9fc65074c87c912f759f8008
130:3793,google-docs,,,b5a14532d13a79533875d222f39f75d41795163a
130:3798,multiple-pages,,,d3c8527b6c044acb05ba38b908ea93100c3ebed8
130:3805,multiple-pages-add,,,5aaf26a69da99119b7936add68dcc58842066f7c
130:3810,multiple-pages-remove,,,b200101e4b7210ca5b7b764f65ef098893b32d86
130:3815,multiple-pages-delete,,,b22895ef255d14d7b44bbd1c2859b85ef888fede
130:3820,page-edit,,,93190b7fd767a7b858f5b43b7735b3a745283bef
130:3826,folder-settings,,,ada79484d62502618dc84e6d923f0f06261a03dc
130:3832,add-page-alt,,,b931159d590e382e5507a7214ddc5a85e1a09aed
130:3836,remove-page-alt,,,f801777ea443f3a6b687b1ce402124eb5efb63f1
130:3840,submit-document,,,e4833e79b1c0326122b4de88d305a1a6552eb313
130:3844,journal,,,5aa8d311e81c4cf534982a4d5746525015380b8b
130:3851,privacy policy,,,3c560ff40630dc254b65427a767cd716cb88c5bf
130:3860,align-center,,,e3bdfd0f250b2797bcbea429f32464e0d0a1a216
130:3865,align-right,,,4403771c845daf92a8df4586589ce146f384c936
130:3870,align-left,,,d0ea5059fb3da44771fc78736b0d58612153f116
130:3875,scissor,,,03204211c37fac8452b79863dcf58c76d8164b02
130:3878,scissor-alt,,,97c401d7d28288a8be6131a875288696ba7c218a
130:3881,text,,,d825441764722515395d4a3e14ded15a80d48b62
130:3884,text-alt,,,50d36fdf6276e24262e0190d77c8e14924a7fe0e
130:3888,missing-font,,,227823fae5957b3dd29930956db617308e12566f
130:3892,bold-square,,,e589e3c2435893ecf7747274cbbb47213bf4dfa1
130:3895,bold,,,d906d78875dad78d2c8e6f444581b1c3f03351df
130:3897,search-font,,,806b91c6b32990de3066d8ea4fc2e2909befa240
130:3902,text-size,,,f00079af34d86b060dc382e108fe7763aaa8d2bc
130:3908,font-size,,,70839a888569b698d32df819f742136c217f1d4f
130:3917,sort-down,,,a62959d5742af38333e680dc90d3c5ecb594ca05
130:3923,sort-up,,,58801306e9d4eaa396e2988eecf5d971fdee0c59
130:3929,italic,,,06cb2fe5194ecb16c2a119c11f41a07b02c94cd6
130:3931,list,,,9ac3dc9bb52cc8ab96725f5eb93ff6df7e0cb909
130:3938,align-justify,,,4bc91c2292081ec1b66159ad18a8fafb83c0583c
130:3943,underline,,,d8c1c843f2ed4da38ae814aa233f4784a9b6a0b6
130:3946,underline-square,,,27a540d5ca405a32935f23d2dfe64a3d6df22082
130:3950,italic-square,,,ddc44ad45445565db1e953ebc527d5b3f0faeea6
130:3953,compress-lines,,,d6b22facbf0e0128bbccd6f84559c314fae73624
130:3958,expand-lines,,,4ef4d1b6517c9b3142323b919a58816c809d1c02
130:3963,text-box,,,ab159594a466e053dbf284959b41b99c6667dc86
130:3969,edit,,,d58e670af87e02ef58f3c701e1a7d5080a2456ee
130:3972,numbered-list-left,,,d1900a28abb05a2fa06b8b04c84fc87b16cb02be
130:3980,task-list,,,829ad94dca28025d4d0f5e2ac0bd7a6a5c12821d
130:3987,sort,,,b707ac0d712d842880c2fd40a5acbc51a49a714b
130:3993,list-select,,,3d90c74c8baa20581ad24fad16e3294d85d8f3ae
130:4000,edit-pencil,,,0b244211dc8b75cc194766c4c901520184868e10
130:4002,numbered-list-right,,,b6ff40b231e97a73947b6ba519424a3259a34913
130:4010,strikethrough,,,fae44f094783b5ad7df4ba5c31a4c6cea107d004
130:4017,coin,,,84c01990b8f83730c9a1c294bf59f77e9207c658
130:4020,no-coin,,,70f21aed87cf2005ab6e174328cc15f42954b8c1
130:4028,money-square,,,9096f6cd4e738f6ab703525e7fd95b4300d9eaa0
130:4031,dollar,,,8454a2416fbaca418ef2797ce7a6a25be46b4725
130:4033,euro,,,2443cb1e62870b360321bfae4d8d16a0846a057e
130:4037,pound,,,8e50fe3297b3fa42bcfd59f49d8d48f76b6bed71
130:4041,yen,,,24d0156e99b6d5b2ebfa3599a7ad0cb376caca7d
130:4045,cash,,,d40cd764be97c3eabf23867749d350879b428b28
130:4050,lot-of-cash,,,24546ee281f7de5ef0955f670d73f9dbb2bb94f8
130:4056,credit-card,,,62e14e4bba2120bdc9600db39ec10362d6d563fb
130:4058,no-credit-card,,,32329c3957a5b5d9a3e939a7a2659718fc885b57
130:4063,credit-cards,,,637ee5d958a2a8e8b97c13b4988a6e878ab4490f
130:4067,send-dollars,,,9e35579681e0e4d783651f48062cf4b89fd5b4f8
130:4070,receive-dollars,,,62b079d0b325b27c13fa9409f3b3956d293ec482
130:4073,send-euros,,,8d67236df0b59605dff3014392bdee4cebad5c49
130:4078,receive-euros,,,d7ae4f59d54a8ffd4d05c08f6cdc6f72c425cd6c
130:4083,send-pounds,,,6429d2c3ef66536b0ca3ed13eb2402c2090c31d8
130:4088,receive-pounds,,,6e58f89feb2487fd2c4a5bca08bb391b0db94ce7
130:4093,send-yens,,,3e386da456f35a6d8a4693248653d6aee9ef3422
130:4098,receive-yens,,,62b5f3e45c5bd134d27f760db257ab25640947d0
130:4103,euro-square,,,255dd5368206efed350d640fc93c15be3fa8f171
130:4108,yen-square,,,33d9a35fd525986393212aa08b13b26e7f0a52eb
130:4113,bank,,,65b71ba7948e8e640c2aaacab4d99a2c27389005
130:4121,piggy-bank,,,763378fe32342fd038f5ec86c076311e0169417e
130:4128,apple-wallet,,,c90df09246a3dba2a58b7a80e32cb3ffc4444df6
130:4133,wallet,,,71002f4597e0eafd851fc7d04e5eb270c161f4bb
130:4137,card-wallet,,,ba1916bb02bf15f012770498980bc222083c7c18
130:4143,candlestick-chart,,,6f4392881517687dc1801a6d0de2057ab76bfbb0
130:4153,paypal,,,42deac67449def101f2073950fa7732e8a46a0e4
130:4156,card-security,,,2f6523422f43b5f6b141d0e025581626ba6688e6
130:4159,card-locked,,,b854f8a2f1e964c3ed285e52d58eb308da0b2916
130:4162,card-issue,,,a27243cd196033cc20738f84b675045c8dbd0942
130:4165,mastercard-card,,,d5790120e0e8a5b1698734668ebcc009c68feff3
130:4173,pizza-slice,,,145b99b4630d945f091df0ebfaa7dcc35e908193
130:4179,apple,,,b974590b1db88964a707fdbded07a2f33f87c880
130:4182,apple-half,,,9545f32195b7ec41f38d17c9cd7c9f1d85f1ef98
130:4187,apple-half-alt,,,bfcf7a3edd7038567c750e915358092a114c78d9
130:4192,glass-empty,,,ff9ef79267e832bc05bc436e2a45edd3289e464a
130:4196,glass-half-alt,,,c5e6d62601f460623e8e5f109b75688b4e476929
130:4202,glass-half,,,47d769f042051eea2252b827150f2faf4b27312f
130:4207,orange-half,,,f521e9e4840b5452a6b61bd4160f003d2dfca9a4
130:4209,orange-slice,,,9746f7e1e5657b80c5da323ac5f2a20cb83172d3
130:4211,orange-slice-alt,,,b54d15803347a41dfa4cf0b549b2b140f3d0c031
130:4213,chocolate,,,a2519e044b69da1c4f42c0b376228fd91f2557c9
130:4218,egg,,,ce0998c0377862753a25b58c2c5edf1713276b84
130:4221,cracked-egg,,,0b949b30beb80c723d7c32c48b19eb739e7c5346
130:4224,bbq,,,741c7da2ca403d7c6f54f760815a2cfb3ff575d1
130:4235,bread-slice,,,3c3d529b95f46200336f81102b585798124889f4
130:4238,clutery,,,6be990e67b7e38214a166e3b55d1f819797a2d57
130:4243,coffee-cup,,,5d00156cffd196e0d811ee8c62ef2df117b99ab5
130:4252,gamepad,,,65c056950c49d776172d3f05558644809088deb8
130:4262,xbox-b,,,cdd1502b756f8b5f07460af277fd33d100308b37
130:4265,xbox-a,,,3ef3cd838f550aec3fcdc9a4d96e9ea7986209a0
130:4269,xbox-x,,,66654b2d08a8c25b20b28b4b42321540adbad500
130:4273,xbox-y,,,c2be1b7669e68acdfb17d6451d933bad3f589a8d
130:4277,playstation-gamepad,,,9c161526f0512a4017b6ff1ff17d6f24441c7079
130:4282,pacman,,,537daa52c9bed08ced905433d13b70b67e7e3082
130:4287,tournament,,,a2b81b01e2e7c4d441920628d35baa6a7ce2c6d5
130:4292,dice-six,,,6a255a48dfc2b0a67117c0856bc5c4388a8c141a
130:4300,dice-five,,,02edfd28671dca7cc8696b7336c2af7d0874ae30
130:4307,dice-four,,,24b8e6a6dcc7cda1d684651b53ecbbfdfae834d8
130:4313,dice-three,,,248e7dadf677c366679aa14a3fc533a284e0080c
130:4319,dice-two,,,3bccda77e532b72f446c876401ecf566ce2e5e9c
130:4323,dice-one,,,441c98c8c4878f50865e0fa053979db17bbcdc33
130:4326,arcade,,,db24b7cf8625e5973db06fd550d75eb0687e52f5
130:4332,hexagon-dice,,,477e462ab13a2bd1ccd9945fefdde09951901de1
130:4342,augmented-reality,,,23ba04393dea916ce4e5e6062787d7b0cd37b3ff
130:4346,potion,,,60f63b5cbd6b47e7808b767fc53c1d0ff2646a74
130:4351,bishop,,,30f89e6b607b719fb39f37e51ed5572fc378814b
130:4357,rook,,,6dd271d21c62c0d8b585ff6057d53cacd8e5e5b3
130:4364,nintendo-switch,,,17b53ebabba27e0ab1c44430ec82af805b5435eb
130:4369,pokeball,,,31de54667e9d8efbf041687039336da7de0ae0d2
130:4374,archery-match,,,86645dfcbaf0380d84e96ab21aa7416d3f39bbb9
130:4377,spades,,,42234064757931189f9a92e5189a5aa51638a2fc
130:4381,bright-star,,,20754d7940fd42830ac5cff94c6433f4605b84fc
130:4391,crown-circle,,,5001a81da1d55915b527b0c83547e13e13d0fea9
130:4394,crown,,,027e7127987856df6f1a79b3c39d11e668a838ab
130:4396,bright-crown,,,9e332525f04ea594db6094cf263b999e69414835
130:4410,github,,,a21e05f418b62b80eadeaf0f9ae93a93c20dcf63
130:4413,gitlab-full,,,4ff596087330414c6831b1d1ab157c9e1daf3b1c
130:4415,github-circle,,,96c334d535e43da5cf347d28934706d3dc88d252
130:4419,git-pull-request,,,c9878e6b6f7ae5ff7be2f0adb2fd969b6f54a2a0
130:4426,git-fork,,,3d4d48f3bc8106c62077aeef4136e9a851a5bd4d
130:4432,git-merge,,,84a7ab1a9f01f127e7f46ffea12caf79d775d9e0
130:4437,git-commit,,,f80359555af4f194e76d5c4f532f90b174d8cb1b
130:4441,git-branch,,,ce6c2369f1d25c8757cff2d09a3d41aa898020a5
130:4446,git-compare,,,97372dc46dfb3fbe7d788af7802f4754889db459
130:4453,bitbucket,,,f5be2b0d28c3d633a564983c0d214915c6cbb51f
130:4456,repository,,,965a6491883d41fe7729c9a5ca1700dea59e2773
130:4461,git-command,,,81a2885a3c8d8a27823aebdb6037e7ccbcc592e8
130:4465,git-cherry-pick-commit,,,72e8dbc7ce8acdcaabe04fc6ded200d56d4f181a
130:4470,git-pull-request-closed,,,c5d65acb55a843df45570779fa1b7d4d80e10dac
130:4480,open-select-hand-gesture,,,4da1a58bd5727a24615027d267850ba60b6b4885
130:4486,one-finger-select-hand-gesture,,,f157d7cf681fe6a7abdb62bd66ff52fad3568ca3
130:4492,drag-hand-gesture,,,9412618f00ca659e0bf478ed79d4e6de422866aa
130:4499,reminder-hand-gesture,,,1403111e09d7f3498fc01c36864a230af9d7a722
130:4505,spock-hand-gesture,,,87229d69e5917db9dc2c43ed13dc8918f1d613f1
130:4510,single-tap-gesture,,,e96c6a2ca420fb8178ea3a8a17ca9819a2f32317
130:4513,swipe-up-gesture,,,f02f8b9938083abfca2750a455273fe4f91ffbe6
130:4515,swipe-down-gesture,,,b52519a2e08596e2db5085a345fb93cd247b1b55
130:4517,swipe-left-gesture,,,f22be6bccd737f330ca97b0f07bf6e037f0b2d29
130:4519,swipe-right-gesture,,,631be9e64e8ba7704fb22a7b84ad3613becfd170
130:4521,swipe-two-fingers-up-gesture,,,c59930563670bb058e6601ee2dc89460d10cc19b
130:4524,swipe-two-fingers-down-gesture,,,426728dc67d2e8aae9b3f295d05db268a468653c
130:4528,swipe-two-fingers-right-gesture,,,892322a1d0429596d909473bcddee7fb81c144c6
130:4531,swipe-two-fingers-left-gesture,,,75934c39338abde9f25ff915f57552dc2f675754
130:4534,peace-hand,,,624106b1809194b4fbc7a48cea6154095517979a
130:4544,female,,,2169efedcd66bfe3ceab377a8a02e5a261d1172f
130:4546,heart,,,de4a62e421cd3d6e66088f4449898ba7a5787a61
130:4548,male,,,40b0c24acf0b99d87395e2abc427349836447a91
130:4550,pharmacy-cross-square,,,9c71be0115804e1fd0fccc74a2693d1730e32549
130:4553,pharmacy-cross-circle,,,dea92b200cdcb3928e04c7a79374824e08122e66
130:4556,health-shield,,,7e52c45ea05d877a3936709a644b8849a6bc4aee
130:4559,hospital-sign,,,c9cdb1554d6129c98468ccb244e24bfb5597d755
130:4562,home-hospital,,,e1a5b20cbd1d37c49154fad933e413efaf9d7101
130:4566,healthcare,,,da37a1c408aefc6e3cce6b1d1899b5d8bee020b6
130:4572,donate,,,9b3877c1a5a618204145689234ae1b2194b88b73
130:4578,weight,,,d08910744d738110aeb43d65299fb2149f1389fe
130:4582,weight-alt,,,a2180d4745bf0ada3d67a37e6d7d854332aa44ab
130:4588,stroller,,,aec4644f81e9cfa97541f25f35dafb8c6f3e9c20
130:4597,non-binary,,,cd4d6a51695132f9b2e8d373ae80f0a9b2e7c186
130:4605,drawer,,,e4115854658005bf6abbb87cbe24ff23018b3ae3
130:4614,lamp,,,3f2179f7cba6d5d2918c6758e57cba035b122981
130:4616,google-home,,,f090fce43a3a866a44a0051b230cd0805df8dacd
130:4621,home-user,,,d348a24932805e3268161e92d3231b20020543e7
130:4625,fridge,,,390368eb2eb8ac6810e52c40ca1e8b498b628928
130:4629,box,,,c0e57a00601492886f351834edee73aa69a01047
130:4633,closet,,,5f6f90648c676dbbd53658d006bca926f3d509dc
130:4637,domotic-issue,,,a31bc5393c929e4c75ef745e88f8e87eec7adb09
130:4642,home,,,287ebdca2c65eba689bc4c8d09911de89e41f98c
130:4645,home-alt-slim,,,998e05a628350059ead678f85508f99d0982afa0
130:4649,home-alt-slim-horiz,,,fe97bca8ccc06dbb22db0089db6728602647820a
130:4653,home-alt,,,5342c5f36f17c3102f032fe0091e6e44c6efb623
130:4658,light-bulb,,,3274f7f415be9e4f4c66007fc498cac40df029ee
130:4662,light-bulb-on,,,96879dd52707a1e447296d50cf6d8af9891188e6
130:4670,light-bulb-off,,,14f0ecfc6b88e736a9e4004b315ac83c72d3b1a4
130:4676,home-simple,,,20f4e481f7e0a9984863552a2c67cdfb235cd55e
130:4679,box-iso,,,9b2005d054be40ef51fbffd20adbdad1f36b8547
130:4685,air-conditioner,,,8535f2c181d6e35f68b02d9136ab5d15f7c83040
130:4693,washing-machine,,,eb40a15c52fc5d45ad5209daf25ed13faffa6022
130:4698,wash,,,3d4d481f060d4047a66d2ae83fdcd25b8ebd5849
130:4701,dishwasher,,,01751fd337346788882e88174b7cb40a0e61041f
130:4708,dimmer-switch,,,81dbafba8a4135bbee84e4fbda7ca03f74b89da3
130:4712,home-table,,,0afbe7c178b301322fbb42c75d4c2c18679a8641
130:4718,desk,,,d2b295ea8f90d6ea4edf62b693d8e5c229612eee
130:4727,sofa,,,b7cf8cca309769750b88606fc59a17141c3aafb5
130:4732,sleeper-chair,,,031bdc33397f18ae5de29da40a6fdd14bc174435
130:4737,two-seater-sofa,,,d73a10f52080e497425f02750a6f893290be59c6
130:4743,director-chair,,,fbb563aeb90304c31de0a0f495354375c81799d1
130:4751,rounded-mirror,,,75b97508ec440c333b79cfc762da4dbaa0edb05c
130:4755,mirror,,,ed02f7771cf9ffcb80d88aa0040d196312bbcd1d
130:4759,bed,,,1cd43a423ca77ffac5d06585e63ddd0750c7b98f
130:4763,crib,,,f522239b567119d016607b630f1f53a1f0703928
130:4775,bed-ready,,,5510fa27c73d2551b2fc54db66ffe12747621aaa
130:4780,small-lamp,,,615b2b793e7d83baddca70feb88e5f98b274bd12
130:4784,small-lamp-alt,,,b19af8b2d3488c06811e10906cf5cb778e68f994
130:4789,pillow,,,a4aef942055b71f4f1f255df8dfe9e0525b40e4c
130:4793,home-shield,,,b28f4dbe82033d3ca135176b9ce0b9eea561b434
130:4797,home-secure,,,bd7084ec3378bec1defcfbf6b11e07d33b251f78
130:4801,home-sale,,,cb55a94568d487d02114bb077c742cd71607c861
130:4807,home-temperature-in,,,730b19fbb555f0da25eaa23ef441600518a3aefe
130:4814,home-temperature-out,,,604760f3e70b7ebf27d94a2a9434592fb7509d6b
130:4825,corner-top-left,,,9f88e08dd1c6db6fa52cc455243b1464591d25e6
130:4838,corner-bottom-left,,,aea034cded6db05741f9dc98e4a5e312688533af
130:4851,corner-top-right,,,e986998b3f56ee6145653e1b8241dc8c204b1dd4
130:4864,corner-bottom-right,,,7b78ff1667fe60282f1c8daaeab3db37d1e9c1cf
130:4877,2x2-cell,,,ccfec885253db38982b5ec314e59972240d4fad2
130:4882,view-grid,,,db48b9a9256a185017b00da7203ea9bc5086e034
130:4887,view-structure-down,,,53eefd59b002e9f896e737c6ab80c316e9d273fb
130:4891,view-structure-up,,,32a3534dfa41ffd6d6b7f0b075354a13c6a4dad5
130:4895,view-columns-2,,,0f3dea17989e5927de93063fd9fdb8b71271de6b
130:4897,layout-left,,,2173266db83815bc852c4e150949a0865e7a2d95
130:4901,layout-right,,,69023455c2f27ba4364df8607d3aef49a86e0362
130:4905,grid-remove,,,9176ce71bffcb6c0f9fc88f01d74e61ac106ed6e
130:4911,grid-add,,,4409c64ced90dec1eb85df16c332a6727501639c
130:4916,grid-minus,,,e8f55d7f971cb8c50f226d3b6094b8c56429cc8a
130:4921,table,,,30241c4c606fbca64e8a1ead8199e5a942e5cc74
130:4929,table-rows,,,490955852c55a797305461bdccacd4cc706704d1
130:4931,table-2-columns,,,7aaf32b2a6cebd2bc5b4c92cf3d5eeee28072ded
130:4937,view-columns-3,,,92e2086c7c3d59b2d3af9d95b7ffa962571405c5
130:4943,maps-arrow,,,84409e8dd04af083cc60e0faac9ed571743a8120
130:4945,maps-arrow-diagonal,,,e77b98f0ac35c3f15c2bf2b372bf503db7ca4c68
